ranking,ISBN,title,author,publisher,genre,year
84,9784492973288 ,会社四季報業界地図　２０２０年版,東洋経済新報社,東洋経済新報社,経営,2020
85,9784873118369 ,ゼロから作るＤｅｅｐ　Ｌｅａｒｎｉｎｇ　２,斎藤康毅,オライリー・ジャパン,電子通信,2020
86,9784480072917 ,世界哲学史　１,伊藤邦武,筑摩書房,哲学,2020
87,9784004317944 ,女性のいない民主主義,前田健太郎,岩波書店,政治,2020
88,9784812219348 ,環境倫理学,吉永明弘,昭和堂（京都）,倫理,2020
89,9784788945944 ,公務員試験速攻の時事　令和２年度試験完全対応,資格試験研究会,実務教育出版,社会科学,2020
90,9784621061220 ,パターン認識と機械学習　上,クリストファー・Ｍ．ビショップ,丸善出版,電子通信,2020
91,9784641227835 ,行政法概説　１,宇賀克也,有斐閣,法律,2020
92,9784839965259 ,東京大学のデータサイエンティスト育成講座,塚本邦尊,マイナビ出版,電子通信,2020
93,9784065128442 ,問題解決力を鍛える！アルゴリズムとデータ構造,大槻兼資,講談社,電子通信,2020
94,9784641131866 ,行政法　１,塩野宏,有斐閣,法律,2020
95,9784492971352 ,就職四季報　２０２１年版,東洋経済新報社,東洋経済新報社,社会,2020
96,9784798058757 ,Ｐｙｔｈｏｎ実践データ分析１００本ノック,下山輝昌,秀和システム,電子通信,2020
97,9784000614238 ,債権総論,中田裕康,岩波書店,法律,2020
98,9784274209574 ,基礎から学ぶ機構学,鈴木健司（機械システム工学）,オーム社,機械,2020
99,9784535557567 ,ミクロ経済学の力,神取道宏,日本評論社,経済財政,2020
100,9784492556733 ,東大生が書いた問題を解く力を鍛えるケース問題ノート,東大ケーススタディ研究会,東洋経済新報社,経営,2020
1,9784822289607 ,ＦＡＣＴＦＵＬＮＥＳＳ,ハンス・ロスリング,日経ＢＰ,経済財政,2019
2,9784480072016 ,大学の未来地図,五神真,筑摩書房,教育,2019
3,9784641009196 ,ポケット六法　平成３１年版,宇賀克也,有斐閣,法律,2019
4,9784320044623 ,エネルギー変換型光触媒,日本化学会,共立出版,化学,2019
5,9784010944318 ,ＴＯＥＦＬテスト英単語３８００,神部孝,旺文社,英米語,2019
6,9784641131521 ,行政法判例集　１,大橋洋一（行政法学）,有斐閣,法律,2019
7,9784883842285 ,債権各論　１,潮見佳男,新世社（渋谷区）,法律,2019
8,9784641131866 ,行政法　１,塩野宏,有斐閣,法律,2019
9,9784839965259 ,東京大学のデータサイエンティスト育成講座,塚本邦尊,マイナビ出版,電子通信,2019
10,9784641139305 ,判例刑法各論,西田典之,有斐閣,法律,2019
11,9784335315459 ,会社法,神田秀樹,弘文堂,法律,2019
12,9784641009202 ,ポケット六法　令和２年版,佐伯仁志,有斐閣,法律,2019
13,9784492556733 ,東大生が書いた問題を解く力を鍛えるケース問題ノート,東大ケーススタディ研究会,東洋経済新報社,経営,2019
14,9784641115309 ,会社法判例百選,岩原紳作,有斐閣,法律,2019
15,9784883842681 ,債権各論　２,潮見佳男,新世社（渋谷区）,法律,2019
16,9784641134959 ,民法判例集　債権各論,瀬川信久,有斐閣,法律,2019
17,9784873117584 ,ゼロから作るＤｅｅｐ　Ｌｅａｒｎｉｎｇ,斎藤康毅,オライリー・ジャパン,電子通信,2019
18,9784065142981 ,Ｐｙｔｈｏｎで学ぶ強化学習,久保隆宏,講談社,数学,2019
19,9784492556542 ,現役東大生が書いた地頭を鍛えるフェルミ推定ノート,東大ケーススタディ研究会,東洋経済新報社,経営,2019
20,9784797227826 ,債権総論,潮見佳男,信山社出版,法律,2019
21,9784641165076 ,労働経済学,川口大司,有斐閣,経済財政,2019
22,9784046020154 ,大学４年間のマーケティングが１０時間でざっと学べる,阿部誠（マーケティング）,ＫＡＤＯＫＡＷＡ,経営,2019
23,9784061529267 ,ガウス過程と機械学習,持橋大地,講談社,数学,2019
24,9784335357251 ,精読憲法判例　人権編,木下昌彦,弘文堂,法律,2019
25,9784866840161 ,プロシーディングス刑事裁判　平成３０年版,司法研修所刑事裁判教官室,法曹会,法律,2019
26,9784023315686 ,ＴＯＥＩＣ　Ｌ＆Ｒ　ＴＥＳＴ出る単特急金のフレーズ,ＴＥＸ加藤,朝日新聞出版,英米語,2019
27,9784866840154 ,プラクティス刑事裁判　平成３０年版,司法研修所刑事裁判教官室,法曹会,法律,2019
28,9784339018431 ,コンピュータアーキテクチャ,坂井修一,コロナ社,電子通信,2019
29,9784641399136 ,上級民事訴訟法,伊藤眞（民事訴訟法）,有斐閣,法律,2019
30,9784908108211 ,民事訴訟第一審手続の解説,司法研修所,法曹会,法律,2019
31,9784797680355 ,光の量子コンピューター,古澤明,集英社インターナショナル,物理学,2019
32,9784641139336 ,ケースブック刑事訴訟法,井上正仁,有斐閣,法律,2019
33,9784641115392 ,民法判例百選　３,水野紀子,有斐閣,法律,2019
34,9784595314926 ,大学マネジメント論,山本眞一,放送大学教育振興会,経営,2019
35,9784130323895 ,会社法,田中亘,東京大学出版会,法律,2019
36,9784000613156 ,社会科学と因果分析,佐藤俊樹,岩波書店,社会,2019
37,9784908108228 ,紛争類型別の要件事実,司法研修所,法曹会,法律,2019
38,9784839941062 ,プログラミングコンテストチャレンジブック,秋葉拓哉,マイナビ出版,電子通信,2019
39,9784062884495 ,社会学史,大澤真幸,講談社,社会科学,2019
40,9784641179387 ,民事訴訟法,三木浩一,有斐閣,法律,2019
41,9784407346428 ,オールガイド食品成分表　２０１９,実教出版編修部,実教出版,家事,2019
42,9784641115279 ,民事訴訟法判例百選,高橋宏志,有斐閣,法律,2019
43,9784883194766 ,日本語初級１大地メインテキスト,山崎佳子,スリーエーネットワーク,日本語,2019
44,9784788945906 ,公務員試験速攻の時事　平成３１年度試験完全対応,資格試験研究会,実務教育出版,社会科学,2019
45,9784641115385 ,民法判例百選　２,窪田充見,有斐閣,法律,2019
46,9784862760852 ,イシューからはじめよ,安宅和人,英治出版,社会科学,2019
47,9784815809584 ,法曹の倫理,森際康友,名古屋大学出版会,法律,2019
48,9784320111660 ,現代数理統計学の基礎,久保川達也,共立出版,数学,2019
49,9784065162620 ,ディープラーニングと物理学,田中章詞,講談社,数学,2019
50,9784641165298 ,雇用システム論,佐口和郎,有斐閣,経済財政,2019
51,9784641001534 ,国際条約集　２０１９年版,岩沢雄司,有斐閣,法律,2019
52,9784641115316 ,労働判例百選,村中孝史,有斐閣,法律,2019
53,9784046040589 ,大学４年間の経営学が１０時間でざっと学べる,高橋伸夫,ＫＡＤＯＫＡＷＡ,社会科学,2019
54,9784816366338 ,史上最強ＳＰＩ＆テストセンター超実戦問題集　２０２１最新版,オフィス海,ナツメ社,社会科学,2019
55,9784641144880 ,労働法,荒木尚志,有斐閣,法律,2019
56,9784492556474 ,過去問で鍛える地頭力,大石哲之,東洋経済新報社,経営,2019
57,9784883842667 ,コア・テキスト国際経営,大木清弘,新世社（渋谷区）,経営,2019
58,9784641136915 ,民法判例集　担保物権・債権総論,瀬川信久,有斐閣,法律,2019
59,9784492557525 ,東大生が書いた議論する力を鍛えるディスカッションノート,吉田雅裕,東洋経済新報社,経営,2019
60,9784339032116 ,古典制御論,吉川恒夫,コロナ社,機械,2019
61,9784641164611 ,経営学で考える,高橋伸夫,有斐閣,経営,2019
62,9784130323765 ,刑事訴訟法,三井誠,東京大学出版会,法律,2019
63,9784641149212 ,アメリカ政治史,久保文明,有斐閣,政治,2019
64,9784761273453 ,英単語の語源図鑑,清水建二,かんき出版,英米語,2019
65,9784866211831 ,東大式失敗の研究,中尾政之,ＷＡＶＥ出版,社会,2019
66,9784641137837 ,商法判例集,山下友信,有斐閣,法律,2019
67,9784883194773 ,日本語初級１大地文型説明と翻訳英語版,山崎佳子,スリーエーネットワーク,日本語,2019
68,9784627661158 ,新編ＪＩＳ機械製図,吉沢武男,森北出版,機械,2019
69,9784532134037 ,経営戦略入門,網倉久永,日経ＢＰＭ（日本経済新聞出版本部）,経営,2019
70,9784641123953 ,公共経済学,林正義,有斐閣,経済財政,2019
71,9784873118369 ,ゼロから作るＤｅｅｐ　Ｌｅａｒｎｉｎｇ　２,斎藤康毅,オライリー・ジャパン,電子通信,2019
72,9784309227368 ,ホモ・デウス　上,ユヴァル・ノア・ハラリ,河出書房新社,外国歴史,2019
73,9784908108464 ,新問題研究要件事実,司法研修所,法曹会,法律,2019
74,9784641003408 ,有斐閣判例六法　令和２年版,長谷部恭男,有斐閣,法律,2019
75,9784334044220 ,「家族の幸せ」の経済学,山口慎太郎,光文社,経済財政,2019
76,9784641003392 ,有斐閣判例六法　平成３１年版,長谷部恭男,有斐閣,法律,2019
77,9784641243088 ,独禁法講義,白石忠志,有斐閣,法律,2019
78,9784908108259 ,事例で考える民事事実認定,司法研修所,法曹会,法律,2019
79,9784344985612 ,東大教授が考えるあたらしい教養,藤垣裕子,幻冬舎,日文評論,2019
80,9784065155912 ,強化学習,森村哲郎,講談社,数学,2019
81,9784641164062 ,金融論,福田慎一,有斐閣,経済財政,2019
82,9784757426221 ,完全攻略！ＴＯＥＦＬ　ＩＴＰテスト模試４回分,ポール・ワーデン,アルク（千代田区）,英米語,2019
83,9784309227375 ,ホモ・デウス　下,ユヴァル・ノア・ハラリ,河出書房新社,外国歴史,2019
84,9784876152537 ,全問正解するＴＯＥＦＬ　ＩＴＰ　ＴＥＳＴ文法問題対策,林功,語研,英米語,2019
85,9784492973271 ,会社四季報業界地図　２０１９年版,東洋経済新報社,東洋経済新報社,経営,2019
86,9784641137769 ,担保物権法,道垣内弘人,有斐閣,法律,2019
87,9784335357428 ,民法演習サブノート２１０問,沖野眞已,弘文堂,法律,2019
