ranking,ISBN,title,author,publisher,genre,year
6,9784780607680 ,基礎物理学実験　２０１９秋ー２０２０春,東京大学教養学部基礎物理学実験テキスト編,学術図書出版社,物理学,2019
7,9784759810844 ,量子化学,真船文隆,化学同人,化学,2019
8,9784061543690 ,現代物性化学の基礎,小川桂一郎,講談社,化学,2019
9,9784130624589 ,Ｐｙｔｈｏｎによるプログラミング入門　東京大学教養学部テキスト,森畑明昌,東京大学出版会,情報科学,2019
10,9784758120753 ,演習で学ぶ生命科学,東京大学生命科学教科書編集委員会,羊土社,生物学,2019
11,9784758120869 ,理系総合のための生命科学,東京大学生命科学教科書編集委員会,羊土社,生物学,2019
12,9784130622189 ,基礎生命科学実験,東京大学,東京大学出版会,生物学,2019
13,9784641009196 ,ポケット六法　平成３１年版,宇賀克也,有斐閣,法律,2019
14,9784785322496 ,マクスウェル方程式から始める電磁気学,小宮山進,裳華房,物理学,2019
15,9784781913896 ,３ＤーＣＡＤ／ＣＧ入門,鈴木賢次郎,サイエンス社,電子通信,2019
16,9784130121101 ,教養としての認知科学,鈴木宏昭,東京大学出版会,心理,2019
17,9784641124547 ,現代政治理論,川崎修,有斐閣,政治,2019
18,9784535557567 ,ミクロ経済学の力,神取道宏,日本評論社,経済財政,2019
19,9784000613224 ,憲法,芦部信喜,岩波書店,法律,2019
20,9784641139299 ,判例刑法総論,西田典之,有斐閣,法律,2019
21,9784335315428 ,民法総則,四宮和夫,弘文堂,法律,2019
22,9784780606614 ,基礎物理学実験　２０１８秋ー２０１９春,東京大学教養学部基礎物理学実験テキスト編,学術図書出版社,物理学,2019
23,9784785320881 ,振動・波動,小形正男,裳華房,物理学,2019
24,9784641150256 ,政治学の第一歩,砂原庸介,有斐閣,政治,2019
25,9784641115170 ,憲法判例百選　１,長谷部恭男,有斐閣,法律,2019
26,9784641115187 ,憲法判例百選　２,長谷部恭男,有斐閣,法律,2019
27,9784130623186 ,科学の技法,東京大学教養教育高度化機構初年次教育部門,東京大学出版会,自然科学,2019
28,9784641136748 ,民法判例集　総則・物権,内田貴,有斐閣,法律,2019
29,9784860643041 ,意味がわかる統計学,石井俊全,ベレ出版,数学,2019
30,9784792327002 ,物権法,松岡久和,成文堂,法律,2019
31,9784130625012 ,化学の基礎７７講,東京大学,東京大学出版会,化学,2019
32,9784563002213 ,入門微分積分,三宅敏恒,培風館,数学,2019
33,9784883842544 ,コア・テキストマクロ経済学,宮尾龍蔵,新世社（渋谷区）,経済財政,2019
34,9784535785915 ,明解線形代数,木村達雄,日本評論社,数学,2019
35,9784130620710 ,基礎物理学　１,,東京大学出版会,物理学,2019
36,9784130629218 ,統計学,久保川達也,東京大学出版会,数学,2019
37,9784641124660 ,進化と感情から解き明かす社会心理学,北村英哉,有斐閣,心理,2019
38,9784130830300 ,まなざしのレッスン　１,三浦篤,東京大学出版会,芸術総記,2019
39,9784492315040 ,マンキューマクロ経済学　１,Ｎ・グレゴリ・マンキュー,東洋経済新報社,経済財政,2019
40,9784866150871 ,スバラシク実力がつくと評判の線形代数キャンパス・ゼミ,馬場敬之,マセマ,数学,2019
41,9784641046535 ,講義国際法,小寺彰,有斐閣,法律,2019
42,9784781911380 ,演習力学,今井功,サイエンス社,物理学,2019
43,9784641009202 ,ポケット六法　令和２年版,佐伯仁志,有斐閣,法律,2019
44,9784065123843 ,文系と理系はなぜ分かれたのか,隠岐さや香,星海社,社会,2019
45,9784489007323 ,齊藤正彦　微分積分学,斎藤正彦,東京図書,数学,2019
46,9784641001534 ,国際条約集　２０１９年版,岩沢雄司,有斐閣,法律,2019
47,9784004316916 ,トマス・アクィナス,山本芳久,岩波書店,宗教,2019
48,9784004314707 ,憲法への招待,渋谷秀樹,岩波書店,法律,2019
49,9784130620017 ,線型代数入門,斎藤正彦,東京大学出版会,数学,2019
50,9784535786547 ,線形代数学,川久保勝夫,日本評論社,数学,2019
51,9784903500423 ,〈科学の発想〉をたずねて,橋本毅彦,左右社,自然科学,2019
52,9784807909537 ,教養の化学,ダグラス・ヘラー,東京化学同人,化学,2019
53,9784595135040 ,国際政治,藤原帰一,放送大学教育振興会,政治,2019
54,9784781912547 ,演習電磁気学,加藤正昭,サイエンス社,物理学,2019
55,9784641115040 ,国際法判例百選,小寺彰,有斐閣,法律,2019
56,9784781913780 ,基礎と応用ベクトル解析,清水勇二,サイエンス社,数学,2019
57,9784130421461 ,経済学の基礎価格理論,竹野太三,東京大学出版会,経済財政,2019
58,9784254137569 ,力学,吉岡大二郎,朝倉書店,物理学,2019
59,9784326602988 ,ジェンダーとセクシュアリティで見る東アジア,瀬地山角,勁草書房,社会,2019
60,9784866150901 ,スバラシク実力がつくと評判の微分積分キャンパス・ゼミ,馬場敬之,マセマ,数学,2019
61,9784003510193 ,源氏物語　５,柳井滋,岩波書店,日文小説,2019
62,9784535558960 ,ミクロ経済学の技,神取道宏,日本評論社,経済財政,2019
63,9784130537018 ,身体と動きで学ぶスポーツ科学,深代千之,東京大学出版会,体育スポ,2019
64,9784130420655 ,統計学入門,東京大学,東京大学出版会,経済財政,2019
65,9784785320355 ,熱力学,三宅哲,裳華房,物理学,2019
66,9784863981157 ,現代漢語基礎,小野秀樹（中国語）,白帝社,各国語,2019
67,9784891742492 ,北京の風（ＣＤ付）,木村英樹,白帝社,各国語,2019
68,9784785334185 ,化学熱力学,原田義也,裳華房,化学,2019
69,9784563004873 ,線形代数・講義と演習,小林正典,培風館,数学,2019
70,9784641227255 ,立憲主義と日本国憲法〔第４版〕,高橋　和之,有斐閣,法律,2019
71,9784000066969 ,ゼロからの力学　１,十河清,岩波書店,物理学,2019
72,9784065148693 ,進撃の巨人　２８,諫山創,講談社,コミック,2019
73,9784065175439 ,進撃の巨人　３０,諫山創,講談社,コミック,2019
74,9784130830317 ,まなざしのレッスン　２,三浦篤,東京大学出版会,芸術総記,2019
75,9784772252782 ,地域経済論入門,松原宏,古今書院,社会科学,2019
76,9784822289607 ,ＦＡＣＴＦＵＬＮＥＳＳ,ハンス・ロスリング,日経ＢＰ,経済財政,2019
77,9784781910420 ,演習化学熱力学,渡辺啓,サイエンス社,化学,2019
78,9784335300295 ,法学入門,三ケ月章,弘文堂,法律,2019
79,9784000066976 ,ゼロからの力学　２,十河清,岩波書店,物理学,2019
80,9784781912288 ,演習微分積分,寺田文行,サイエンス社,数学,2019
81,9784621061732 ,ファイナンスのための確率解析　１,スティーヴン・Ｅ．シュレーブ,丸善出版,数学,2019
82,9784785320607 ,熱統計力学,阿部竜蔵,裳華房,物理学,2019
83,9784785314088 ,微分積分学,難波誠,裳華房,数学,2019
84,9784839941062 ,プログラミングコンテストチャレンジブック,秋葉拓哉,マイナビ出版,電子通信,2019
85,9784781910628 ,量子論の基礎,清水明,サイエンス社,物理学,2019
86,9784492315101 ,マンキューマクロ経済学　２,Ｎ・グレゴリー・マンキュー,東洋経済新報社,経済財政,2019
87,9784130629188 ,微積分,斎藤毅,東京大学出版会,数学,2019
88,9784781907819 ,工科系の数学　４,クルト・マイベルク,サイエンス社,数学,2019
89,9784560017630 ,イタリア語のスタート文法と練習,東京大学イタリア語教材編集委員会,白水社,各国語,2019
90,9784130620055 ,解析入門　１,杉浦光夫,東京大学出版会,数学,2019
91,9784641053786 ,国際政治学,中西寛,有斐閣,政治,2019
92,9784623061044 ,よくわかる経営管理,高橋伸夫,ミネルヴァ書房,経営,2019
93,9784000077446 ,電磁気学,砂川重信,岩波書店,物理学,2019
94,9784088818771 ,ＯＮＥ　ＰＩＥＣＥ　巻９３,尾田栄一郎,集英社,コミック,2019
95,9784781913087 ,演習線形代数,寺田文行,サイエンス社,数学,2019
96,9784589040244 ,１８歳からはじめる民法,潮見佳男,法律文化社,法律,2019
97,9784000298612 ,力学,戸田盛和,岩波書店,物理学,2019
98,9784339078121 ,認知脳科学,嶋田総太郎,コロナ社,自然科学,2019
99,9784535786592 ,代数学　１,雪江明彦,日本評論社,数学,2019
100,9784000298704 ,物理のための数学,和達三樹,岩波書店,物理学,2019
1,9784130821339 ,東京大学教養英語読本　２,東京大学,東京大学出版会,英米語,2018
2,9784130624572 ,情報,山口和紀,東京大学出版会,情報科学,2018
3,9784130527040 ,教養としての身体運動・健康科学,東京大学,東京大学出版会,体育スポ,2018
4,9784807907953 ,基礎化学実験,東京大学,東京化学同人,化学,2018
5,9784883841400 ,入門統計解析,倉田博史,新世社（渋谷区）,経済財政,2018
6,9784780606614 ,基礎物理学実験　２０１８秋ー２０１９春,東京大学教養学部基礎物理学実験テキスト編,学術図書出版社,物理学,2018
7,9784758120753 ,演習で学ぶ生命科学,東京大学生命科学教科書編集委員会,羊土社,生物学,2018
8,9784759810844 ,量子化学,真船文隆,化学同人,化学,2018
9,9784061543690 ,現代物性化学の基礎,小川桂一郎,講談社,化学,2018
10,9784758120869 ,理系総合のための生命科学,東京大学生命科学教科書編集委員会,羊土社,生物学,2018
11,9784130622189 ,基礎生命科学実験,東京大学,東京大学出版会,生物学,2018
12,9784781913896 ,３ＤーＣＡＤ／ＣＧ入門,鈴木賢次郎,サイエンス社,電子通信,2018
13,9784785322496 ,マクスウェル方程式から始める電磁気学,小宮山進,裳華房,物理学,2018
14,9784563002213 ,入門微分積分,三宅敏恒,培風館,数学,2018
15,9784641009189 ,ポケット六法　平成３０年版,山下友信,有斐閣,法律,2018
16,9784130121101 ,教養としての認知科学,鈴木宏昭,東京大学出版会,心理,2018
17,9784130629218 ,統計学,久保川達也,東京大学出版会,数学,2018
18,9784130620017 ,線型代数入門,斎藤正彦,東京大学出版会,数学,2018
19,9784785314088 ,微分積分学,難波誠,裳華房,数学,2018
20,9784780605945 ,基礎物理学実験　２０１７秋ー２０１８春,東京大学教養学部基礎物理学実験テキスト編,学術図書出版社,物理学,2018
21,9784641115378 ,民法判例百選　１,潮見佳男,有斐閣,法律,2018
22,9784000227995 ,憲法,芦部信喜,岩波書店,法律,2018
23,9784641139299 ,判例刑法総論,西田典之,有斐閣,法律,2018
24,9784535557567 ,ミクロ経済学の力,神取道宏,日本評論社,経済財政,2018
25,9784641115170 ,憲法判例百選　１,長谷部恭男,有斐閣,法律,2018
26,9784489007323 ,齊藤正彦　微分積分学,斎藤正彦,東京図書,数学,2018
27,9784130623186 ,科学の技法,東京大学教養教育高度化機構初年次教育部門,東京大学出版会,自然科学,2018
28,9784641137783 ,民法概論　１,山野目章夫,有斐閣,法律,2018
29,9784041979068 ,青の炎,貴志祐介,角川書店,日文小説,2018
30,9784004316916 ,トマス・アクィナス,山本芳久,岩波書店,宗教,2018
31,9784641150256 ,政治学の第一歩,砂原庸介,有斐閣,政治,2018
32,9784641115187 ,憲法判例百選　２,長谷部恭男,有斐閣,法律,2018
33,9784130830300 ,まなざしのレッスン　１,三浦篤,東京大学出版会,芸術総記,2018
34,9784641124660 ,進化と感情から解き明かす社会心理学,北村英哉,有斐閣,心理,2018
35,9784130620710 ,基礎物理学　１,,東京大学出版会,物理学,2018
36,9784563023218 ,相対性理論入門講義,風間洋一,培風館,物理学,2018
37,9784130120326 ,進化と人間行動,長谷川寿一,東京大学出版会,心理,2018
38,9784130537018 ,身体と動きで学ぶスポーツ科学,深代千之,東京大学出版会,体育スポ,2018
39,9784860643041 ,意味がわかる統計学,石井俊全,ベレ出版,数学,2018
40,9784492315040 ,マンキューマクロ経済学　１,Ｎ・グレゴリ・マンキュー,東洋経済新報社,経済財政,2018
41,9784535786547 ,線形代数学,川久保勝夫,日本評論社,数学,2018
42,9784004314707 ,憲法への招待,渋谷秀樹,岩波書店,法律,2018
43,9784781910147 ,化学熱力学,渡辺啓,サイエンス社,化学,2018
44,9784866150550 ,スバラシク実力がつくと評判の線形代数キャンパス・ゼミ,馬場敬之,マセマ,数学,2018
45,9784785320881 ,振動・波動,小形正男,裳華房,物理学,2018
46,9784535785915 ,明解線形代数,木村達雄,日本評論社,数学,2018
47,9784781913780 ,基礎と応用ベクトル解析,清水勇二,サイエンス社,数学,2018
48,9784781910420 ,演習化学熱力学,渡辺啓,サイエンス社,化学,2018
49,9784641009196 ,ポケット六法　平成３１年版,宇賀克也,有斐閣,法律,2018
50,9784087464344 ,初恋温泉,吉田修一,集英社,日文小説,2018
51,9784641001527 ,国際条約集　２０１８年版,岩沢雄司,有斐閣,法律,2018
52,9784560017630 ,イタリア語のスタート文法と練習,東京大学イタリア語教材編集委員会,白水社,各国語,2018
53,9784623061044 ,よくわかる経営管理,高橋伸夫,ミネルヴァ書房,経営,2018
54,9784130629188 ,微積分,斎藤毅,東京大学出版会,数学,2018
55,9784641227255 ,立憲主義と日本国憲法〔第４版〕,高橋　和之,有斐閣,法律,2018
56,9784641174368 ,公認心理師エッセンシャルズ,子安増生,有斐閣,心理,2018
57,9784563012052 ,教養の線形代数,村上正康,培風館,数学,2018
58,9784641115040 ,国際法判例百選,小寺彰,有斐閣,法律,2018
59,9784065112014 ,進撃の巨人　２５,諫山創,講談社,コミック,2018
60,9784641165151 ,経済史,小野塚知二,有斐閣,経済財政,2018
61,9784595135040 ,国際政治,藤原帰一,放送大学教育振興会,政治,2018
62,9784866150468 ,スバラシク実力がつくと評判の微分積分キャンパス・ゼミ,馬場敬之,マセマ,数学,2018
63,9784489021633 ,力学,篠本滋,東京図書,物理学,2018
64,9784781912547 ,演習電磁気学,加藤正昭,サイエンス社,物理学,2018
65,9784641000292 ,法律学小辞典,高橋和之,有斐閣,法律,2018
66,9784130625012 ,化学の基礎７７講,東京大学,東京大学出版会,化学,2018
67,9784130420655 ,統計学入門,東京大学,東京大学出版会,経済財政,2018
68,9784785334185 ,化学熱力学,原田義也,裳華房,化学,2018
69,9784088814964 ,ＯＮＥ　ＰＩＥＣＥ　巻８９,尾田栄一郎,集英社,コミック,2018
70,9784781910628 ,量子論の基礎,清水明,サイエンス社,物理学,2018
71,9784781911380 ,演習力学,今井功,サイエンス社,物理学,2018
72,9784000298612 ,力学,戸田盛和,岩波書店,物理学,2018
73,9784130620055 ,解析入門　１,杉浦光夫,東京大学出版会,数学,2018
74,9784535600300 ,高校で教わりたかった化学,渡辺正（化学）,日本評論社,自然科学,2018
75,9784764740150 ,映像で学ぶイギリス公共放送の英語　３,ティモシ・ノウルズ,金星堂,英米語,2018
76,9784785320355 ,熱力学,三宅哲,裳華房,物理学,2018
77,9784489021794 ,齋藤正彦線型代数学,斎藤正彦,東京図書,数学,2018
78,9784000077446 ,電磁気学,砂川重信,岩波書店,物理学,2018
79,9784903500423 ,〈科学の発想〉をたずねて,橋本毅彦,左右社,自然科学,2018
80,9784641009172 ,ポケット六法　平成２９年版,山下友信,有斐閣,法律,2018
81,9784563004873 ,線形代数・講義と演習,小林正典,培風館,数学,2018
82,9784492315101 ,マンキューマクロ経済学　２,Ｎ・グレゴリー・マンキュー,東洋経済新報社,経済財政,2018
83,9784785322328 ,熱力学,松下貢,裳華房,物理学,2018
84,9784641046559 ,国際法,酒井啓亘,有斐閣,法律,2018
85,9784641121607 ,心理統計学の基礎,南風原朝和,有斐閣,心理,2018
86,9784781907819 ,工科系の数学　４,クルト・マイベルク,サイエンス社,数学,2018
87,9784797387605 ,新・明解Ｊａｖａ入門,柴田望洋,ＳＢクリエイティブ,電子通信,2018
88,9784320033474 ,熱力学入門,佐々真一,共立出版,物理学,2018
89,9784864810258 ,電気電子計測,廣瀬明,数理工学社,電気,2018
90,9784254146233 ,入門化学熱力学,松永義夫,朝倉書店,化学,2018
91,9784807908714 ,ウォーレン有機化学　上,ジョナサン・クレイデン,東京化学同人,化学,2018
92,9784781908892 ,工科系の数学　６,クルト・マイベルク,サイエンス社,数学,2018
93,9784475018388 ,現代アラビア語入門,黒柳恒男,大学書林,各国語,2018
94,9784781908533 ,工科系の数学　５,クルト・マイベルク,サイエンス社,数学,2018
95,9784873117584 ,ゼロから作るＤｅｅｐ　Ｌｅａｒｎｉｎｇ,斎藤康毅,オライリー・ジャパン,電子通信,2018
96,9784411005328 ,新・リュミエール,森本英夫,駿河台出版社,仏語,2018
97,9784088816449 ,ＯＮＥ　ＰＩＥＣＥ　巻９１,尾田栄一郎,集英社,コミック,2018
98,9784781913087 ,演習線形代数,寺田文行,サイエンス社,数学,2018
99,9784535786653 ,図で整理！例題で納得！線形空間入門,梶原健,日本評論社,数学,2018
100,9784326602988 ,ジェンダーとセクシュアリティで見る東アジア,瀬地山角,勁草書房,社会,2018
1,9784807907953 ,基礎化学実験,東京大学,東京化学同人,化学,2017
2,9784780605945 ,基礎物理学実験　２０１７秋ー２０１８春,東京大学教養学部基礎物理学実験テキスト編,学術図書出版社,物理学,2017
3,9784758120753 ,演習で学ぶ生命科学,東京大学生命科学教科書編集委員会,羊土社,生物学,2017
4,9784759810844 ,量子化学,真船文隆,化学同人,化学,2017
5,9784883841400 ,入門統計解析,倉田博史,新世社（渋谷区）,経済財政,2017
6,9784130624572 ,情報,山口和紀,東京大学出版会,情報科学,2017
7,9784061543690 ,現代物性化学の基礎,小川桂一郎,講談社,化学,2017
8,9784130623186 ,科学の技法,東京大学教養教育高度化機構初年次教育部門,東京大学出版会,自然科学,2017
9,9784781913896 ,３ＤーＣＡＤ／ＣＧ入門,鈴木賢次郎,サイエンス社,電子通信,2017
10,9784130821322 ,東京大学教養英語読本　１,東京大学,東京大学出版会,英米語,2017
11,9784130622189 ,基礎生命科学実験,東京大学,東京大学出版会,生物学,2017
12,9784641009172 ,ポケット六法　平成２９年版,山下友信,有斐閣,法律,2017
13,9784766421712 ,トマス・アクィナス肯定の哲学,山本芳久,慶應義塾大学出版会,哲学,2017
14,9784641150256 ,政治学の第一歩,砂原庸介,有斐閣,政治,2017
15,9784780605242 ,基礎物理学実験　２０１６秋ー２０１７春,東京大学,学術図書出版社,物理学,2017
16,9784130624527 ,情報科学入門,増原英彦,東京大学出版会,情報科学,2017
17,9784130830300 ,まなざしのレッスン　１,三浦篤,東京大学出版会,芸術総記,2017
18,9784563002213 ,入門微分積分,三宅敏恒,培風館,数学,2017
19,9784000227995 ,憲法,芦部信喜,岩波書店,法律,2017
20,9784130527040 ,教養としての身体運動・健康科学,東京大学,東京大学出版会,体育スポ,2017
21,9784785322496 ,マクスウェル方程式から始める電磁気学,小宮山進,裳華房,物理学,2017
22,9784489007323 ,齊藤正彦　微分積分学,斎藤正彦,東京図書,数学,2017
23,9784130629218 ,統計学,久保川達也,東京大学出版会,数学,2017
24,9784641042919 ,判例刑法総論,西田典之,有斐閣,法律,2017
25,9784860643041 ,意味がわかる統計学,石井俊全,ベレ出版,数学,2017
26,9784866150109 ,スバラシク実力がつくと評判の微分積分キャンパス・ゼミ,馬場敬之,マセマ,数学,2017
27,9784641115231 ,民法判例百選　１,潮見佳男,有斐閣,法律,2017
28,9784535557567 ,ミクロ経済学の力,神取道宏,日本評論社,経済財政,2017
29,9784130120326 ,進化と人間行動,長谷川寿一,東京大学出版会,心理,2017
30,9784130620710 ,基礎物理学　１,,東京大学出版会,物理学,2017
31,9784641115170 ,憲法判例百選　１,長谷部恭男,有斐閣,法律,2017
32,9784563023218 ,相対性理論入門講義,風間洋一,培風館,物理学,2017
33,9784641164611 ,経営学で考える,高橋伸夫,有斐閣,経営,2017
34,9784641000292 ,法律学小辞典,高橋和之,有斐閣,法律,2017
35,9784641115187 ,憲法判例百選　２,長谷部恭男,有斐閣,法律,2017
36,9784785320881 ,振動・波動,小形正男,裳華房,物理学,2017
37,9784004314707 ,憲法への招待,渋谷秀樹,岩波書店,法律,2017
38,9784560017630 ,イタリア語のスタート文法と練習,東京大学イタリア語教材編集委員会,白水社,各国語,2017
39,9784535785915 ,明解線形代数,木村達雄,日本評論社,数学,2017
40,9784641227255 ,立憲主義と日本国憲法〔第４版〕,高橋　和之,有斐閣,法律,2017
41,9784130421461 ,経済学の基礎価格理論,竹野太三,東京大学出版会,経済財政,2017
42,9784130629188 ,微積分,斎藤毅,東京大学出版会,数学,2017
43,9784492314098 ,マクロ経済学　１（入門篇）,Ｎ．グレゴリ・マンキュー,東洋経済新報社,経済財政,2017
44,9784641009189 ,ポケット六法　平成３０年版,山下友信,有斐閣,法律,2017
45,9784535786547 ,線形代数学,川久保勝夫,日本評論社,数学,2017
46,9784563058739 ,社会心理学,堀毛一也,培風館,心理,2017
47,9784563004781 ,線形代数の演習,三宅敏恒,培風館,数学,2017
48,9784130620017 ,線型代数入門,斎藤正彦,東京大学出版会,数学,2017
49,9784764740310 ,映像で学ぶＡＢＣニュースの英語　１９,山根繁,金星堂,英米語,2017
50,9784641046535 ,講義国際法,小寺彰,有斐閣,法律,2017
51,9784758120395 ,理系総合のための生命科学,東京大学,羊土社,生物学,2017
52,9784815805616 ,東アジア国際政治史,川島真,名古屋大学出版会,政治,2017
53,9784641001503 ,国際条約集　２０１７年版,岩沢雄司,有斐閣,法律,2017
54,9784785334185 ,化学熱力学,原田義也,裳華房,化学,2017
55,9784563024321 ,熱力学,田崎晴明,培風館,物理学,2017
56,9784781913780 ,基礎と応用ベクトル解析,清水勇二,サイエンス社,数学,2017
57,9784774187051 ,ＬＡＴＥＸ２ε美文書作成入門,奥村晴彦,技術評論社,電子通信,2017
58,9784061572041 ,電磁気学,横山順一,講談社,物理学,2017
59,9784121024107 ,ポピュリズムとは何か,水島治郎,中央公論新社,政治,2017
60,9784785314088 ,微分積分学,難波誠,裳華房,数学,2017
61,9784641115040 ,国際法判例百選,小寺彰,有斐閣,法律,2017
62,9784772252782 ,地域経済論入門,松原宏,古今書院,社会科学,2017
63,9784866150291 ,スバラシク実力がつくと評判の線形代数キャンパス・ゼミ,馬場敬之,マセマ,数学,2017
64,9784480020475 ,思考の整理学,外山滋比古,筑摩書房,哲学,2017
65,9784595135040 ,国際政治,藤原帰一,放送大学教育振興会,政治,2017
66,9784063959093 ,進撃の巨人　２２,諫山創,講談社,コミック,2017
67,9784535786653 ,図で整理！例題で納得！線形空間入門,梶原健,日本評論社,数学,2017
68,9784130121101 ,教養としての認知科学,鈴木宏昭,東京大学出版会,心理,2017
69,9784130421294 ,ミクロ経済学演習,奥野正寛,東京大学出版会,経済財政,2017
70,9784010365502 ,思考力問題の研究,旺文社,旺文社,総記,2017
71,9784781910628 ,量子論の基礎,清水明,サイエンス社,物理学,2017
72,9784575519945 ,君の膵臓をたべたい,住野よる,双葉社,日文小説,2017
73,9784758120531 ,現代生命科学,東京大学,羊土社,生物学,2017
74,9784641042896 ,刑法総論の考え方・楽しみ方,佐伯仁志,有斐閣,法律,2017
75,9784785322434 ,大学生のための力学入門,小宮山進,裳華房,物理学,2017
76,9784864810258 ,電気電子計測,廣瀬明,数理工学社,電気,2017
77,9784526075360 ,メカ屋のための脳科学入門,高橋宏知,日刊工業新聞社,機械,2017
78,9784384333671 ,ＣＤ付コミュニケーションのための英語発音演習,染矢正一,三修社,英米語,2017
79,9784130625012 ,化学の基礎７７講,東京大学,東京大学出版会,化学,2017
80,9784781913933 ,例題から展開する線形代数演習,海老原円,サイエンス社,数学,2017
81,9784563004873 ,線形代数・講義と演習,小林正典,培風館,数学,2017
82,9784903500423 ,〈科学の発想〉をたずねて,橋本毅彦,左右社,自然科学,2017
83,9784807908714 ,ウォーレン有機化学　上,ジョナサン・クレイデン,東京化学同人,化学,2017
84,9784003101063 ,三四郎,夏目漱石,岩波書店,日文小説,2017
85,9784781907819 ,工科系の数学　４,クルト・マイベルク,サイエンス社,数学,2017
86,9784130527057 ,スポーツ動作の科学,深代千之,東京大学出版会,体育スポ,2017
87,9784563024376 ,統計力学　１,田崎晴明,培風館,物理学,2017
88,9784755303760 ,映画化された英米文学２４　そのさわりを読む,行方昭夫,音羽書房鶴見書店,英米語,2017
89,9784785320355 ,熱力学,三宅哲,裳華房,物理学,2017
90,9784130830317 ,まなざしのレッスン　２,三浦篤,東京大学出版会,芸術総記,2017
91,9784873117584 ,ゼロから作るＤｅｅｐ　Ｌｅａｒｎｉｎｇ,斎藤康毅,オライリー・ジャパン,電子通信,2017
92,9784088812250 ,ＯＮＥ　ＰＩＥＣＥ　巻８７,尾田栄一郎,集英社,コミック,2017
93,9784535787421 ,線形代数講義,梶原健,日本評論社,数学,2017
94,9784130420655 ,統計学入門,東京大学,東京大学出版会,経済財政,2017
95,9784005008520 ,東大留学生ディオンが見たニッポン,ディオン・ン・ジェ・ティン,岩波書店,社会,2017
96,9784781912288 ,演習微分積分,寺田文行,サイエンス社,数学,2017
97,9784130323512 ,民法　１,内田貴,東京大学出版会,法律,2017
98,9784781908892 ,工科系の数学　６,クルト・マイベルク,サイエンス社,数学,2017
99,9784903342337 ,線形代数,海老原円,数学書房,数学,2017
100,9784489021794 ,齋藤正彦線型代数学,斎藤正彦,東京図書,数学,2017
1,9784130821339 ,東京大学教養英語読本　２,東京大学,東京大学出版会,英米語,2016
2,9784130624510 ,情報,川合慧,東京大学出版会,情報科学,2016
3,9784758120678 ,演習で学ぶ生命科学,東京大学,羊土社,生物学,2016
4,9784807907953 ,基礎化学実験,東京大学,東京化学同人,化学,2016
5,9784780605242 ,基礎物理学実験　２０１６秋ー２０１７春,東京大学,学術図書出版社,物理学,2016
6,9784759810844 ,量子化学,真船文隆,化学同人,化学,2016
7,9784061543690 ,現代物性化学の基礎,小川桂一郎,講談社,化学,2016
8,9784781913896 ,３ＤーＣＡＤ／ＣＧ入門,鈴木賢次郎,サイエンス社,電子通信,2016
9,9784883841400 ,入門統計解析,倉田博史,新世社（渋谷区）,経済財政,2016
10,9784130622189 ,基礎生命科学実験,東京大学,東京大学出版会,生物学,2016
11,9784130527040 ,教養としての身体運動・健康科学,東京大学,東京大学出版会,体育スポ,2016
12,9784130624527 ,情報科学入門,増原英彦,東京大学出版会,情報科学,2016
13,9784130629188 ,微積分,斎藤毅,東京大学出版会,数学,2016
14,9784130629218 ,統計学,久保川達也,東京大学出版会,数学,2016
15,9784780604719 ,基礎物理学実験　２０１５秋ー２０１６春,東京大学,学術図書出版社,物理学,2016
16,9784130121101 ,教養としての認知科学,鈴木宏昭,東京大学出版会,心理,2016
17,9784641009165 ,ポケット六法　平成２８年版,山下友信,有斐閣,法律,2016
18,9784766421712 ,トマス・アクィナス肯定の哲学,山本芳久,慶應義塾大学出版会,哲学,2016
19,9784641042919 ,判例刑法総論,西田典之,有斐閣,法律,2016
20,9784641115231 ,民法判例百選　１,潮見佳男,有斐閣,法律,2016
21,9784130120326 ,進化と人間行動,長谷川寿一,東京大学出版会,心理,2016
22,9784641164611 ,経営学で考える,高橋伸夫,有斐閣,経営,2016
23,9784492314098 ,マクロ経済学　１（入門篇）,Ｎ．グレゴリ・マンキュー,東洋経済新報社,経済財政,2016
24,9784641150256 ,政治学の第一歩,砂原庸介,有斐閣,政治,2016
25,9784785320355 ,熱力学,三宅哲,裳華房,物理学,2016
26,9784860643041 ,意味がわかる統計学,石井俊全,ベレ出版,数学,2016
27,9784866150109 ,スバラシク実力がつくと評判の微分積分キャンパス・ゼミ,馬場敬之,マセマ,数学,2016
28,9784320033474 ,熱力学入門,佐々真一,共立出版,物理学,2016
29,9784489021633 ,力学,篠本滋,東京図書,物理学,2016
30,9784641001497 ,国際条約集　２０１６年版,岩沢雄司,有斐閣,法律,2016
31,9784595135040 ,国際政治,藤原帰一,放送大学教育振興会,政治,2016
32,9784130620710 ,基礎物理学　１,,東京大学出版会,物理学,2016
33,9784535785915 ,明解線形代数,木村達雄,日本評論社,数学,2016
34,9784532512071 ,心を探る,日経サイエンス編集部,日経サイエンス社,生物学,2016
35,9784758120395 ,理系総合のための生命科学,東京大学,羊土社,生物学,2016
36,9784130830300 ,まなざしのレッスン　１,三浦篤,東京大学出版会,芸術総記,2016
37,9784641115040 ,国際法判例百選,小寺彰,有斐閣,法律,2016
38,9784641046535 ,講義国際法,小寺彰,有斐閣,法律,2016
39,9784563023218 ,相対性理論入門講義,風間洋一,培風館,物理学,2016
